id,value
id_193,2.7144229897162977
id_194,19.93293258764082
id_195,-3.4133323376039404
id_196,32.44599940281316
id_197,10.582973029979936
id_198,21.775225707258436
id_199,62.4652920656779
id_200,24.132943687316477
id_201,26.201239647400943
id_202,63.74447723440287
id_203,2.834297774129026
id_204,14.379246986978869
id_205,9.36985073175388
id_206,9.881166613595404
id_207,3.494945358972141
id_208,122.60804937921782
id_209,21.083513014480566
id_210,17.532220599455112
id_211,20.18309834459699
id_212,36.393132212281834
id_213,34.935151205290694
id_214,18.830312661458635
id_215,38.34455552272332
id_216,77.91663413807038
id_217,1.7953235508882177
id_218,13.445827939135766
id_219,36.13115559041213
id_220,15.150403498166293
id_221,12.941848334417905
id_222,113.12524093786388
id_223,15.224604677934396
id_224,14.824025968612073
id_225,59.267353688540446
id_226,10.583695290718452
id_227,20.993062563532177
id_228,9.789365880830388
id_229,4.771180008705962
id_230,47.927806904812904
id_231,12.399438394751044
id_232,48.146476562644146
id_233,40.466380396564126
id_234,16.940590270332923
id_235,41.26654448941873
id_236,69.027892033729
id_237,40.346249244122426
id_238,14.313743982871157
id_239,15.770726634219816
